R	Z	numberofdofs (1) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	E1 @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	E2 @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	E3 @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	L (cm) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	R0 (cm) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	R_indent (cm) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	c (Pa) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	dep (cm) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	dt (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	l (cm) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	mu @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	p (Pa) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	t (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	t1 (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	t2 (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	t_fin (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	tau1 (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	tau2 (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	tau3 (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	t_relax (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	time_step (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.1	numberofdofs (1) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	E1 @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	E2 @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	E3 @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	L (cm) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	R0 (cm) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	R_indent (cm) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	c (Pa) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	dep (cm) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	dt (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	l (cm) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	mu @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	p (Pa) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	t (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	t1 (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	t2 (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	t_fin (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	tau1 (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	tau2 (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	tau3 (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	t_relax (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	time_step (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=0.5	numberofdofs (1) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1	E1 @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1	E2 @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1	E3 @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1	L (cm) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1	R0 (cm) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1	R_indent (cm) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1	c (Pa) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1	dep (cm) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1	dt (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1	l (cm) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1	mu @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1	p (Pa) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1	t (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1	t1 (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1	t2 (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1	t_fin (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1	tau1 (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1	tau2 (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1	tau3 (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1	t_relax (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1	time_step (s) @ t=0, E1=0.2, E2=0.2, E3=0.245, t_relax=50, t2=100, time_step=1
0.03479169129069132	0.5313158762292775	474069	0.2	0.2	0.24500000000000002	5	0.5	0.5	3540	-0.5	0.2	1	0	100000	0	8.3	100	158.5	0.1	1	14.7	50	0.1	474069	0.2	0.2	0.24500000000000002	5	0.5	0.5	3540	-0.5	0.2	1	0	100000	0	8.3	100	158.5	0.1	1	14.7	50	0.5	474069	0.2	0.2	0.24500000000000002	5	0.5	0.5	3540	-0.5	0.2	1	0	100000	0	8.3	100	158.5	0.1	1	14.7	50	1
3.061617002215949E-17	0.5	474069	0.2	0.2	0.245	5	0.5	0.5	3540	-0.5	0.2	1	0	100000	0	8.3	100	158.5	0.1	1	14.7	50	0.1	474069	0.2	0.2	0.245	5	0.5	0.5	3540	-0.5	0.2	1	0	100000	0	8.3	100	158.5	0.1	1	14.7	50	0.5	474069	0.2	0.2	0.245	5	0.5	0.5	3540	-0.5	0.2	1	0	100000	0	8.3	100	158.5	0.1	1	14.7	50	1
0.049008553226955937	0.49759236500432824	474069	0.20000000000000004	0.20000000000000004	0.245	5	0.5	0.5	3540	-0.5	0.20000000000000004	1	0	100000	0	8.3	100	158.5	0.10000000000000002	1	14.699999999999998	50	0.10000000000000002	474069	0.20000000000000004	0.20000000000000004	0.245	5	0.5	0.5	3540	-0.5	0.20000000000000004	1	0	100000	0	8.3	100	158.5	0.10000000000000002	1	14.699999999999998	50	0.5	474069	0.20000000000000004	0.20000000000000004	0.245	5	0.5	0.5	3540	-0.5	0.20000000000000004	1	0	100000	0	8.3	100	158.5	0.10000000000000002	1	14.699999999999998	50	1
0.09754509660570297	0.490392653012037	474069	0.20000000000000004	0.20000000000000004	0.245	5	0.5	0.5	3540	-0.5	0.20000000000000004	1	0	100000	0	8.3	100	158.5	0.10000000000000002	1	14.699999999999998	50	0.10000000000000002	474069	0.20000000000000004	0.20000000000000004	0.245	5	0.5	0.5	3540	-0.5	0.20000000000000004	1	0	100000	0	8.3	100	158.5	0.10000000000000002	1	14.699999999999998	50	0.5	474069	0.20000000000000004	0.20000000000000004	0.245	5	0.5	0.5	3540	-0.5	0.20000000000000004	1	0	100000	0	8.3	100	158.5	0.10000000000000002	1	14.699999999999998	50	1
0.07936395507386929	0.5368303804580608	474069	0.19999999999999998	0.19999999999999998	0.24500000000000005	5	0.5	0.5	3540	-0.5	0.19999999999999998	1	0	100000	0	8.299999999999999	100	158.5	0.09999999999999999	1	14.700000000000001	50	0.09999999999999999	474069	0.19999999999999998	0.19999999999999998	0.24500000000000005	5	0.5	0.5	3540	-0.5	0.19999999999999998	1	0	100000	0	8.299999999999999	100	158.5	0.09999999999999999	1	14.700000000000001	50	0.5	474069	0.19999999999999998	0.19999999999999998	0.24500000000000005	5	0.5	0.5	3540	-0.5	0.19999999999999998	1	0	100000	0	8.299999999999999	100	158.5	0.09999999999999999	1	14.700000000000001	50	1
0.14514226413921413	0.47847019046179096	474069	0.20000000000000004	0.20000000000000004	0.245	5	0.5	0.5	3540	-0.5	0.20000000000000004	1	0	100000	0	8.3	100	158.5	0.10000000000000002	1	14.699999999999998	50	0.10000000000000002	474069	0.20000000000000004	0.20000000000000004	0.245	5	0.5	0.5	3540	-0.5	0.20000000000000004	1	0	100000	0	8.3	100	158.5	0.10000000000000002	1	14.699999999999998	50	0.5	474069	0.20000000000000004	0.20000000000000004	0.245	5	0.5	0.5	3540	-0.5	0.20000000000000004	1	0	100000	0	8.3	100	158.5	0.10000000000000002	1	14.699999999999998	50	1
0.14019163466584877	0.5333834700236065	474069	0.19999999999999998	0.19999999999999998	0.24500000000000005	5	0.5	0.5	3540	-0.5	0.19999999999999998	1	0	100000	0	8.299999999999999	100	158.5	0.09999999999999999	1	14.700000000000001	50	0.09999999999999999	474069	0.19999999999999998	0.19999999999999998	0.24500000000000005	5	0.5	0.5	3540	-0.5	0.19999999999999998	1	0	100000	0	8.299999999999999	100	158.5	0.09999999999999999	1	14.700000000000001	50	0.5	474069	0.19999999999999998	0.19999999999999998	0.24500000000000005	5	0.5	0.5	3540	-0.5	0.19999999999999998	1	0	100000	0	8.299999999999999	100	158.5	0.09999999999999999	1	14.700000000000001	50	1
0.1913416309051189	0.4619398015787006	474069	0.20000000000000004	0.20000000000000004	0.245	5	0.5	0.5	3540	-0.5	0.20000000000000004	1	0	100000	0	8.3	100	158.5	0.10000000000000002	1	14.699999999999998	50	0.10000000000000002	474069	0.20000000000000004	0.20000000000000004	0.245	5	0.5	0.5	3540	-0.5	0.20000000000000004	1	0	100000	0	8.3	100	158.5	0.10000000000000002	1	14.699999999999998	50	0.5	474069	0.20000000000000004	0.20000000000000004	0.245	5	0.5	0.5	3540	-0.5	0.20000000000000004	1	0	100000	0	8.3	100	158.5	0.10000000000000002	1	14.699999999999998	50	1
0.19377403580612235	0.5167669191875904	474069	0.19999999999999998	0.19999999999999998	0.24500000000000005	5	0.5	0.5	3540	-0.5	0.19999999999999998	1	0	100000	0	8.299999999999999	100	158.5	0.09999999999999999	1	14.700000000000001	50	0.09999999999999999	474069	0.19999999999999998	0.19999999999999998	0.24500000000000005	5	0.5	0.5	3540	-0.5	0.19999999999999998	1	0	100000	0	8.299999999999999	100	158.5	0.09999999999999999	1	14.700000000000001	50	0.5	474069	0.19999999999999998	0.19999999999999998	0.24500000000000005	5	0.5	0.5	3540	-0.5	0.19999999999999998	1	0	100000	0	8.299999999999999	100	158.5	0.09999999999999999	1	14.700000000000001	50	1
0.23569824238061232	0.44096069953986855	474069	0.20000000000000004	0.20000000000000004	0.245	5	0.5	0.5	3540	-0.5	0.20000000000000004	1	0	100000	0	8.3	100	158.5	0.10000000000000002	1	14.699999999999998	50	0.10000000000000002	474069	0.20000000000000004	0.20000000000000004	0.245	5	0.5	0.5	3540	-0.5	0.20000000000000004	1	0	100000	0	8.3	100	158.5	0.10000000000000002	1	14.699999999999998	50	0.5	474069	0.20000000000000004	0.20000000000000004	0.245	5	0.5	0.5	3540	-0.5	0.20000000000000004	1	0	100000	0	8.3	100	158.5	0.10000000000000002	1	14.699999999999998	50	1
0.24117367984361457	0.49676163409525537	474069	0.19999999999999998	0.19999999999999998	0.24500000000000005	5	0.5	0.5	3540	-0.5	0.19999999999999998	1	0	100000	0	8.299999999999999	100	158.5	0.09999999999999999	1	14.700000000000001	50	0.09999999999999999	474069	0.19999999999999998	0.19999999999999998	0.24500000000000005	5	0.5	0.5	3540	-0.5	0.19999999999999998	1	0	100000	0	8.299999999999999	100	158.5	0.09999999999999999	1	14.700000000000001	50	0.5	474069	0.19999999999999998	0.19999999999999998	0.24500000000000005	5	0.5	0.5	3540	-0.5	0.19999999999999998	1	0	100000	0	8.299999999999999	100	158.5	0.09999999999999999	1	14.700000000000001	50	1
