Info
CSV Version,Sensor Count,Trigger Mode,Trigger Rate,Trigger Delay Domain,Trigger Delay,Operation Mode,XResolution,YResolution,ZResolution,YSpeed,Layout
2,1,0,213.24400,0,0.00000,2,0.08800,0.00000,0.00180,100.00000,0
End

DeviceInfo
ID,Model,Version,Exposure Mode,Exposure Count,Exposure 0,Exposure 1,Exposure 2,Exposure 3,Exposure 4,Exposure Min,Exposure Max,FOV X,FOV Y,FOV Z,FOV Width,FOV Height,FOV Depth,Transform X,Transform Y,Transform Z,Transform X Angle,Transform Y Angle,Transform Z Angle
115465,312130D-2-R-01-T,6.1.32.12,0,1,110.000,-,-,-,-,-,-,-50.00000,0.00000,-40.00000,100.00000,0.00000,80.00000,-1.89558,0.00000,5.76784,0.00000,18.19296,0.00000
End

RecordingFilter
Condition Combination Type
Any

Type,Enabled,Result
Any Measurement,No,Pass

Type,Enabled,Threshold Case,Range Count Threshold
Any Data,No,At or Above,1

Type,Enabled,Result,Selection ID
Measurement,No,Pass,0
End

Profile
Frame Count,Column Count,X Offset,Y Offset,Z Offset
6772,1365,-61.95200,0.00000,5.76800
Frame,Source,Time,Encoder,Z Encoder,Inputs,Exposure,Y,Axis,-61.95200,-61.86400,-61.77600,-61.68800,-61.60000,-61.51200,-61.42400,-61.33600,-61.24800,-61.16000,-61.07200,-60.98400,-60.89600,-60.80800,-60.72000,-60.63200,-60.54400,-60.45600,-60.36800,-60.28000,-60.19200,-60.10400,-60.01600,-59.92800,-59.84000,-59.75200,-59.66400,-59.57600,-59.48800,-59.40000,-59.31200,-59.22400,-59.13600,-59.04800,-58.96000,-58.87200,-58.78400,-58.69600,-58.60800,-58.52000,-58.43200,-58.34400,-58.25600,-58.16800,-58.08000,-57.99200,-57.90400,-57.81600,-57.72800,-57.64000,-57.55200,-57.46400,-57.37600,-57.28800,-57.20000,-57.11200,-57.02400,-56.93600,-56.84800,-56.76000,-56.67200,-56.58400,-56.49600,-56.40800,-56.32000,-56.23200,-56.14400,-56.05600,-55.96800,-55.88000,-55.79200,-55.70400,-55.61600,-55.52800,-55.44000,-55.35200,-55.26400,-55.17600,-55.08800,-55.00000,-54.91200,-54.82400,-54.73600,-54.64800,-54.56000,-54.47200,-54.38400,-54.29600,-54.20800,-54.12000,-54.03200,-53.94400,-53.85600,-53.76800,-53.68000,-53.59200,-53.50400,-53.41600,-53.32800,-53.24000,-53.15200,-53.06400,-52.97600,-52.88800,-52.80000,-52.71200,-52.62400,-52.53600,-52.44800,-52.36000,-52.27200,-52.18400,-52.09600,-52.00800,-51.92000,-51.83200,-51.74400,-51.65600,-51.56800,-51.48000,-51.39200,-51.30400,-51.21600,-51.12800,-51.04000,-50.95200,-50.86400,-50.77600,-50.68800,-50.60000,-50.51200,-50.42400,-50.33600,-50.24800,-50.16000,-50.07200,-49.98400,-49.89600,-49.80800,-49.72000,-49.63200,-49.54400,-49.45600,-49.36800,-49.28000,-49.19200,-49.10400,-49.01600,-48.92800,-48.84000,-48.75200,-48.66400,-48.57600,-48.48800,-48.40000,-48.31200,-48.22400,-48.13600,-48.04800,-47.96000,-47.87200,-47.78400,-47.69600,-47.60800,-47.52000,-47.43200,-47.34400,-47.25600,-47.16800,-47.08000,-46.99200,-46.90400,-46.81600,-46.72800,-46.64000,-46.55200,-46.46400,-46.37600,-46.28800,-46.20000,-46.11200,-46.02400,-45.93600,-45.84800,-45.76000,-45.67200,-45.58400,-45.49600,-45.40800,-45.32000,-45.23200,-45.14400,-45.05600,-44.96800,-44.88000,-44.79200,-44.70400,-44.61600,-44.52800,-44.44000,-44.35200,-44.26400,-44.17600,-44.08800,-44.00000,-43.91200,-43.82400,-43.73600,-43.64800,-43.56000,-43.47200,-43.38400,-43.29600,-43.20800,-43.12000,-43.03200,-42.94400,-42.85600,-42.76800,-42.68000,-42.59200,-42.50400,-42.41600,-42.32800,-42.24000,-42.15200,-42.06400,-41.97600,-41.88800,-41.80000,-41.71200,-41.62400,-41.53600,-41.44800,-41.36000,-41.27200,-41.18400,-41.09600,-41.00800,-40.92000,-40.83200,-40.74400,-40.65600,-40.56800,-40.48000,-40.39200,-40.30400,-40.21600,-40.12800,-40.04000,-39.95200,-39.86400,-39.77600,-39.68800,-39.60000,-39.51200,-39.42400,-39.33600,-39.24800,-39.16000,-39.07200,-38.98400,-38.89600,-38.80800,-38.72000,-38.63200,-38.54400,-38.45600,-38.36800,-38.28000,-38.19200,-38.10400,-38.01600,-37.92800,-37.84000,-37.75200,-37.66400,-37.57600,-37.48800,-37.40000,-37.31200,-37.22400,-37.13600,-37.04800,-36.96000,-36.87200,-36.78400,-36.69600,-36.60800,-36.52000,-36.43200,-36.34400,-36.25600,-36.16800,-36.08000,-35.99200,-35.90400,-35.81600,-35.72800,-35.64000,-35.55200,-35.46400,-35.37600,-35.28800,-35.20000,-35.11200,-35.02400,-34.93600,-34.84800,-34.76000,-34.67200,-34.58400,-34.49600,-34.40800,-34.32000,-34.23200,-34.14400,-34.05600,-33.96800,-33.88000,-33.79200,-33.70400,-33.61600,-33.52800,-33.44000,-33.35200,-33.26400,-33.17600,-33.08800,-33.00000,-32.91200,-32.82400,-32.73600,-32.64800,-32.56000,-32.47200,-32.38400,-32.29600,-32.20800,-32.12000,-32.03200,-31.94400,-31.85600,-31.76800,-31.68000,-31.59200,-31.50400,-31.41600,-31.32800,-31.24000,-31.15200,-31.06400,-30.97600,-30.88800,-30.80000,-30.71200,-30.62400,-30.53600,-30.44800,-30.36000,-30.27200,-30.18400,-30.09600,-30.00800,-29.92000,-29.83200,-29.74400,-29.65600,-29.56800,-29.48000,-29.39200,-29.30400,-29.21600,-29.12800,-29.04000,-28.95200,-28.86400,-28.77600,-28.68800,-28.60000,-28.51200,-28.42400,-28.33600,-28.24800,-28.16000,-28.07200,-27.98400,-27.89600,-27.80800,-27.72000,-27.63200,-27.54400,-27.45600,-27.36800,-27.28000,-27.19200,-27.10400,-27.01600,-26.92800,-26.84000,-26.75200,-26.66400,-26.57600,-26.48800,-26.40000,-26.31200,-26.22400,-26.13600,-26.04800,-25.96000,-25.87200,-25.78400,-25.69600,-25.60800,-25.52000,-25.43200,-25.34400,-25.25600,-25.16800,-25.08000,-24.99200,-24.90400,-24.81600,-24.72800,-24.64000,-24.55200,-24.46400,-24.37600,-24.28800,-24.20000,-24.11200,-24.02400,-23.93600,-23.84800,-23.76000,-23.67200,-23.58400,-23.49600,-23.40800,-23.32000,-23.23200,-23.14400,-23.05600,-22.96800,-22.88000,-22.79200,-22.70400,-22.61600,-22.52800,-22.44000,-22.35200,-22.26400,-22.17600,-22.08800,-22.00000,-21.91200,-21.82400,-21.73600,-21.64800,-21.56000,-21.47200,-21.38400,-21.29600,-21.20800,-21.12000,-21.03200,-20.94400,-20.85600,-20.76800,-20.68000,-20.59200,-20.50400,-20.41600,-20.32800,-20.24000,-20.15200,-20.06400,-19.97600,-19.88800,-19.80000,-19.71200,-19.62400,-19.53600,-19.44800,-19.36000,-19.27200,-19.18400,-19.09600,-19.00800,-18.92000,-18.83200,-18.74400,-18.65600,-18.56800,-18.48000,-18.39200,-18.30400,-18.21600,-18.12800,-18.04000,-17.95200,-17.86400,-17.77600,-17.68800,-17.60000,-17.51200,-17.42400,-17.33600,-17.24800,-17.16000,-17.07200,-16.98400,-16.89600,-16.80800,-16.72000,-16.63200,-16.54400,-16.45600,-16.36800,-16.28000,-16.19200,-16.10400,-16.01600,-15.92800,-15.84000,-15.75200,-15.66400,-15.57600,-15.48800,-15.40000,-15.31200,-15.22400,-15.13600,-15.04800,-14.96000,-14.87200,-14.78400,-14.69600,-14.60800,-14.52000,-14.43200,-14.34400,-14.25600,-14.16800,-14.08000,-13.99200,-13.90400,-13.81600,-13.72800,-13.64000,-13.55200,-13.46400,-13.37600,-13.28800,-13.20000,-13.11200,-13.02400,-12.93600,-12.84800,-12.76000,-12.67200,-12.58400,-12.49600,-12.40800,-12.32000,-12.23200,-12.14400,-12.05600,-11.96800,-11.88000,-11.79200,-11.70400,-11.61600,-11.52800,-11.44000,-11.35200,-11.26400,-11.17600,-11.08800,-11.00000,-10.91200,-10.82400,-10.73600,-10.64800,-10.56000,-10.47200,-10.38400,-10.29600,-10.20800,-10.12000,-10.03200,-9.94400,-9.85600,-9.76800,-9.68000,-9.59200,-9.50400,-9.41600,-9.32800,-9.24000,-9.15200,-9.06400,-8.97600,-8.88800,-8.80000,-8.71200,-8.62400,-8.53600,-8.44800,-8.36000,-8.27200,-8.18400,-8.09600,-8.00800,-7.92000,-7.83200,-7.74400,-7.65600,-7.56800,-7.48000,-7.39200,-7.30400,-7.21600,-7.12800,-7.04000,-6.95200,-6.86400,-6.77600,-6.68800,-6.60000,-6.51200,-6.42400,-6.33600,-6.24800,-6.16000,-6.07200,-5.98400,-5.89600,-5.80800,-5.72000,-5.63200,-5.54400,-5.45600,-5.36800,-5.28000,-5.19200,-5.10400,-5.01600,-4.92800,-4.84000,-4.75200,-4.66400,-4.57600,-4.48800,-4.40000,-4.31200,-4.22400,-4.13600,-4.04800,-3.96000,-3.87200,-3.78400,-3.69600,-3.60800,-3.52000,-3.43200,-3.34400,-3.25600,-3.16800,-3.08000,-2.99200,-2.90400,-2.81600,-2.72800,-2.64000,-2.55200,-2.46400,-2.37600,-2.28800,-2.20000,-2.11200,-2.02400,-1.93600,-1.84800,-1.76000,-1.67200,-1.58400,-1.49600,-1.40800,-1.32000,-1.23200,-1.14400,-1.05600,-0.96800,-0.88000,-0.79200,-0.70400,-0.61600,-0.52800,-0.44000,-0.35200,-0.26400,-0.17600,-0.08800,0.00000,0.08800,0.17600,0.26400,0.35200,0.44000,0.52800,0.61600,0.70400,0.79200,0.88000,0.96800,1.05600,1.14400,1.23200,1.32000,1.40800,1.49600,1.58400,1.67200,1.76000,1.84800,1.93600,2.02400,2.11200,2.20000,2.28800,2.37600,2.46400,2.55200,2.64000,2.72800,2.81600,2.90400,2.99200,3.08000,3.16800,3.25600,3.34400,3.43200,3.52000,3.60800,3.69600,3.78400,3.87200,3.96000,4.04800,4.13600,4.22400,4.31200,4.40000,4.48800,4.57600,4.66400,4.75200,4.84000,4.92800,5.01600,5.10400,5.19200,5.28000,5.36800,5.45600,5.54400,5.63200,5.72000,5.80800,5.89600,5.98400,6.07200,6.16000,6.24800,6.33600,6.42400,6.51200,6.60000,6.68800,6.77600,6.86400,6.95200,7.04000,7.12800,7.21600,7.30400,7.39200,7.48000,7.56800,7.65600,7.74400,7.83200,7.92000,8.00800,8.09600,8.18400,8.27200,8.36000,8.44800,8.53600,8.62400,8.71200,8.80000,8.88800,8.97600,9.06400,9.15200,9.24000,9.32800,9.41600,9.50400,9.59200,9.68000,9.76800,9.85600,9.94400,10.03200,10.12000,10.20800,10.29600,10.38400,10.47200,10.56000,10.64800,10.73600,10.82400,10.91200,11.00000,11.08800,11.17600,11.26400,11.35200,11.44000,11.52800,11.61600,11.70400,11.79200,11.88000,11.96800,12.05600,12.14400,12.23200,12.32000,12.40800,12.49600,12.58400,12.67200,12.76000,12.84800,12.93600,13.02400,13.11200,13.20000,13.28800,13.37600,13.46400,13.55200,13.64000,13.72800,13.81600,13.90400,13.99200,14.08000,14.16800,14.25600,14.34400,14.43200,14.52000,14.60800,14.69600,14.78400,14.87200,14.96000,15.04800,15.13600,15.22400,15.31200,15.40000,15.48800,15.57600,15.66400,15.75200,15.84000,15.92800,16.01600,16.10400,16.19200,16.28000,16.36800,16.45600,16.54400,16.63200,16.72000,16.80800,16.89600,16.98400,17.07200,17.16000,17.24800,17.33600,17.42400,17.51200,17.60000,17.68800,17.77600,17.86400,17.95200,18.04000,18.12800,18.21600,18.30400,18.39200,18.48000,18.56800,18.65600,18.74400,18.83200,18.92000,19.00800,19.09600,19.18400,19.27200,19.36000,19.44800,19.53600,19.62400,19.71200,19.80000,19.88800,19.97600,20.06400,20.15200,20.24000,20.32800,20.41600,20.50400,20.59200,20.68000,20.76800,20.85600,20.94400,21.03200,21.12000,21.20800,21.29600,21.38400,21.47200,21.56000,21.64800,21.73600,21.82400,21.91200,22.00000,22.08800,22.17600,22.26400,22.35200,22.44000,22.52800,22.61600,22.70400,22.79200,22.88000,22.96800,23.05600,23.14400,23.23200,23.32000,23.40800,23.49600,23.58400,23.67200,23.76000,23.84800,23.93600,24.02400,24.11200,24.20000,24.28800,24.37600,24.46400,24.55200,24.64000,24.72800,24.81600,24.90400,24.99200,25.08000,25.16800,25.25600,25.34400,25.43200,25.52000,25.60800,25.69600,25.78400,25.87200,25.96000,26.04800,26.13600,26.22400,26.31200,26.40000,26.48800,26.57600,26.66400,26.75200,26.84000,26.92800,27.01600,27.10400,27.19200,27.28000,27.36800,27.45600,27.54400,27.63200,27.72000,27.80800,27.89600,27.98400,28.07200,28.16000,28.24800,28.33600,28.42400,28.51200,28.60000,28.68800,28.77600,28.86400,28.95200,29.04000,29.12800,29.21600,29.30400,29.39200,29.48000,29.56800,29.65600,29.74400,29.83200,29.92000,30.00800,30.09600,30.18400,30.27200,30.36000,30.44800,30.53600,30.62400,30.71200,30.80000,30.88800,30.97600,31.06400,31.15200,31.24000,31.32800,31.41600,31.50400,31.59200,31.68000,31.76800,31.85600,31.94400,32.03200,32.12000,32.20800,32.29600,32.38400,32.47200,32.56000,32.64800,32.73600,32.82400,32.91200,33.00000,33.08800,33.17600,33.26400,33.35200,33.44000,33.52800,33.61600,33.70400,33.79200,33.88000,33.96800,34.05600,34.14400,34.23200,34.32000,34.40800,34.49600,34.58400,34.67200,34.76000,34.84800,34.93600,35.02400,35.11200,35.20000,35.28800,35.37600,35.46400,35.55200,35.64000,35.72800,35.81600,35.90400,35.99200,36.08000,36.16800,36.25600,36.34400,36.43200,36.52000,36.60800,36.69600,36.78400,36.87200,36.96000,37.04800,37.13600,37.22400,37.31200,37.40000,37.48800,37.57600,37.66400,37.75200,37.84000,37.92800,38.01600,38.10400,38.19200,38.28000,38.36800,38.45600,38.54400,38.63200,38.72000,38.80800,38.89600,38.98400,39.07200,39.16000,39.24800,39.33600,39.42400,39.51200,39.60000,39.68800,39.77600,39.86400,39.95200,40.04000,40.12800,40.21600,40.30400,40.39200,40.48000,40.56800,40.65600,40.74400,40.83200,40.92000,41.00800,41.09600,41.18400,41.27200,41.36000,41.44800,41.53600,41.62400,41.71200,41.80000,41.88800,41.97600,42.06400,42.15200,42.24000,42.32800,42.41600,42.50400,42.59200,42.68000,42.76800,42.85600,42.94400,43.03200,43.12000,43.20800,43.29600,43.38400,43.47200,43.56000,43.64800,43.73600,43.82400,43.91200,44.00000,44.08800,44.17600,44.26400,44.35200,44.44000,44.52800,44.61600,44.70400,44.79200,44.88000,44.96800,45.05600,45.14400,45.23200,45.32000,45.40800,45.49600,45.58400,45.67200,45.76000,45.84800,45.93600,46.02400,46.11200,46.20000,46.28800,46.37600,46.46400,46.55200,46.64000,46.72800,46.81600,46.90400,46.99200,47.08000,47.16800,47.25600,47.34400,47.43200,47.52000,47.60800,47.69600,47.78400,47.87200,47.96000,48.04800,48.13600,48.22400,48.31200,48.40000,48.48800,48.57600,48.66400,48.75200,48.84000,48.92800,49.01600,49.10400,49.19200,49.28000,49.36800,49.45600,49.54400,49.63200,49.72000,49.80800,49.89600,49.98400,50.07200,50.16000,50.24800,50.33600,50.42400,50.51200,50.60000,50.68800,50.77600,50.86400,50.95200,51.04000,51.12800,51.21600,51.30400,51.39200,51.48000,51.56800,51.65600,51.74400,51.83200,51.92000,52.00800,52.09600,52.18400,52.27200,52.36000,52.44800,52.53600,52.62400,52.71200,52.80000,52.88800,52.97600,53.06400,53.15200,53.24000,53.32800,53.41600,53.50400,53.59200,53.68000,53.76800,53.85600,53.94400,54.03200,54.12000,54.20800,54.29600,54.38400,54.47200,54.56000,54.64800,54.73600,54.82400,54.91200,55.00000,55.08800,55.17600,55.26400,55.35200,55.44000,55.52800,55.61600,55.70400,55.79200,55.88000,55.96800,56.05600,56.14400,56.23200,56.32000,56.40800,56.49600,56.58400,56.67200,56.76000,56.84800,56.93600,57.02400,57.11200,57.20000,57.28800,57.37600,57.46400,57.55200,57.64000,57.72800,57.81600,57.90400,57.99200,58.08000
1,0,6041910014,0,0,0,110.00000,0.00000,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.13580,-11.15380,-11.20240,-11.23840,-11.24200,-11.24380,-11.24560,-11.25460,-11.27080,-11.29060,-11.30860,-11.33020,-11.37700,-11.39140,-11.39680,-11.40940,-11.45980,-11.47960,-11.47960,-11.48500,-11.49220,-11.48680,-11.47240,-11.47420,-11.49220,-11.52280,-11.56600,-11.60020,-11.62180,-11.62900,-11.61280,-11.66860,-11.73700,-11.78380,-11.75140,-11.74060,-11.77480,-11.85760,-11.92960,-11.98720,-11.98000,-11.96560,-11.97280,-12.02140,-11.97460,-11.96920,-11.99260,-12.00340,-12.00520,-12.02320,-12.07360,-12.08980,-12.11140,-12.14200,-12.17080,-12.18520,-12.19420,-12.21580,-12.23200,-12.24280,-12.24640,-12.30220,-12.35080,-12.38140,-12.44080,-12.49840,-12.55240,-12.54700,-12.52900,-12.52900,-12.52900,-4.07620,-12.66760,-12.79720,-12.88360,-12.90700,-12.84580,-12.84580,-12.41560,,,,,-16.65100,-14.67640,-10.95580,-10.93960,-10.85140,-10.76140,-10.52200,-10.16560,-9.58600,-9.74980,-9.81460,-9.69760,-9.44020,-9.36280,-9.30340,-9.26740,-9.12160,-8.86240,-8.67340,-8.54380,-8.43760,-8.22520,-8.09740,-8.03800,-7.80940,-7.65820,-7.57720,-7.40080,-7.22980,-7.15600,-7.09300,-7.10560,-6.87880,-6.90580,-6.92740,-6.72040,-6.68260,-6.61240,-6.52600,-6.43780,-6.37120,-6.34240,-6.29560,-6.13900,-6.02380,-5.93560,-5.81140,-5.68540,-5.66020,-5.49460,-5.39200,-5.21380,-5.15800,-5.11480,-5.04100,-4.91680,-4.69180,-4.55320,-4.50100,-4.38040,-4.25980,-4.00420,-3.88900,-3.75580,-3.67660,-3.62980,-3.51820,-3.39220,-3.41920,-3.32200,-3.23560,-3.12580,-2.94040,-2.86660,-2.86840,-2.75680,-2.60740,-2.56420,-2.40220,-2.27080,-2.18440,-2.10160,-2.12320,-1.87300,-1.84240,-1.65340,-1.56700,-1.47520,-1.31680,-1.19800,-1.12060,-1.04140,-1.02160,-1.01260,-0.99820,-0.95860,-0.87940,-0.87040,-0.77680,-0.74980,-0.73720,-0.68860,-0.60580,-0.49960,-0.42760,-0.35740,-0.33940,-0.37360,-0.28180,-0.15760,-0.15220,-0.14320,-0.07840,0.01520,0.06740,0.14300,0.27260,0.32300,0.33020,0.34640,0.42920,0.42740,0.47780,0.59660,0.68660,0.76760,0.80540,0.75140,0.71900,0.79100,0.82880,0.87740,0.92780,1.00520,1.11860,1.18160,1.11140,1.11140,1.18520,1.27160,1.29680,1.29860,1.36700,1.43900,1.48400,1.53080,1.55240,1.59560,1.64600,1.68920,1.71620,1.83860,1.73960,1.66040,1.70540,1.73600,1.80080,2.05820,2.01320,1.89440,1.89080,1.92860,2.00060,2.08700,2.12120,2.21120,2.27780,2.29940,2.30660,2.31380,2.36060,2.43620,2.49920,2.65760,2.74760,2.80700,2.89520,2.87360,2.87720,2.93660,3.01040,3.03920,3.01580,3.01040,3.04100,3.12560,3.21740,3.25880,3.30380,3.34880,3.38480,3.40460,3.39020,3.44600,3.60260,3.58820,3.51620,3.63860,3.68720,3.68180,3.68360,3.75920,3.78620,3.78260,3.80240,3.84380,3.82220,3.89420,3.94820,3.94820,3.90320,4.24700,4.26500,4.24340,4.31000,4.37300,4.40180,4.45580,4.45220,4.50440,4.58540,4.72220,4.81580,4.82840,4.81400,4.82480,4.81580,4.79960,4.91660,4.86080,4.87340,4.95800,5.00300,5.02640,5.01740,4.99940,4.97240,4.93820,4.91120,4.90580,4.90760,4.88780,4.84460,4.88780,5.00480,5.06780,5.04980,4.97420,4.97960,4.99400,4.96160,4.94540,4.95080,4.97780,4.98500,4.97060,4.95620,4.95980,4.97600,4.96880,4.94000,5.11820,5.15780,5.12900,5.08400,5.01560,4.97600,4.97600,4.98320,4.97420,4.95800,4.99220,4.97240,4.94720,4.94180,4.98320,5.00660,5.00840,5.04080,,,,,,,,,,,,,3.23540,3.22820,3.17060,3.14720,3.13640,3.08600,3.06980,3.09680,3.03560,2.99960,3.02840,3.05720,3.05360,3.03380,3.01400,2.95460,2.85560,2.79620,2.85920,2.87000,2.84300,2.79980,2.82500,,,,,,,,,,2.49920,2.52980,,,,,,,,,,,2.00420,1.99160,1.96820,1.92320,1.87460,1.85840,1.82960,1.78460,1.75760,1.73780,1.70720,1.64600,1.53980,1.43360,1.44440,1.44260,1.42640,1.55420,1.51820,1.52000,1.59560,1.57760,,,,,1.39940,1.39400,1.38860,1.36700,1.34540,1.32200,,,,,,,,,,,1.02320,0.95660,,,,,,,,,,,,,,,,,-0.40420,-0.47260,,,,,,-0.55900,-0.59320,-0.66880,-0.73180,-0.71020,-0.69940,-0.72820,-0.75700,-0.78580,-0.81460,,,,,,,,-1.11700,-1.12240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.88460,-2.92240,-2.65240,-2.72620,-2.80000,-2.86480,-2.92600,,,,,-2.83960,-2.89000,-2.92420,-2.93680,,,,,,,-3.18880,,,,,-3.27700,,,,,-3.13840,-3.15820,,,,,,,,-3.46420,-3.48220,-3.55060,-3.57760,-3.55780,-3.53620,-3.52360,,,,,,,,,,,-3.75400,,,,,-3.77920,-3.77020,-3.80260,-3.80980,,,,,,-3.73780,-3.73600,,,,,,,,,,,,,,,,,,,,,,,,,-2.85940,-2.44360,-2.04580,-1.76320,-1.55440,-1.35280,-1.17280,-1.01080,-0.86680,-0.71020,-0.55540,-0.39340,-0.29440,-0.19360,-0.05680,0.04580,0.12860,0.20600,0.33020,0.41480,0.49040,0.58400,0.66320,0.71360,0.76040,0.87020,0.91880,0.98000,1.03760,1.09700,1.18520,1.25180,1.31840,1.35080,1.37960,1.41740,1.49480,1.53440,1.59920,1.64600,1.67840,1.71260,1.71980,1.73420,1.77740,1.80260,1.82780,1.84760,1.85480,1.86380,1.87280,1.88360,1.89800,1.90880,1.90520,1.90520,1.90880,1.91060,1.90880,1.90160,1.89440,1.88900,1.87640,1.86560,1.85480,1.83500,1.81340,1.78460,1.75580,1.70900,1.66040,1.61720,1.57400,1.53260,1.49120,1.44800,1.39940,1.35440,1.32560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.96000,,,,,,,,,,,,,,,-5.62420,,,,,,,,,,,,,,,,,,,-5.60440,-5.60080,-5.58640,-5.55400,-5.59000,-5.63320,-5.65840,-5.67460,-5.68540,-5.69620,-5.70700,-5.71780,-5.72320,-5.72860,-5.73400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.50080,-6.51880,,,,,,,,,,,,,,,,,-6.99580,,,,,,-7.08760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
