<Mach-1 File>
<INFO>
Date:	Thu, Feb 17, 2022
Time:	15:44:14.598
Mach-1 Motion Software Version:	4.4.0.17
Mach-1 System S/N:	MA0561157
Mach-1 System Model:	V500c
Load Cell Name:	250N - SN: 1811864
Load Cell Type:	Single-axis
Load Cell Calibration Factor:	1.000504
Load Cell Offset:	-297.500000
Load Cell Calibration Date:	2022-02-17
Captured Images Folder:	08-i-1_001
<END INFO>
<Move Relative>
Stage Axis:	Position (z)
Amplitude, mm:	-150.0000
Velocity, mm/s:	0.1000
<DATA>
Time, s	Position (z), mm	Fz, gf
0.000000	0.000000	0.000000
0.010000	0.000000	0.000000
0.020000	0.000000	0.000000
0.030000	0.000000	0.000000
0.040000	0.000000	0.000000
0.050000	0.000000	0.000000
0.060000	0.000000	0.000000
0.070000	0.000000	0.000000
0.080000	0.000000	0.000000
0.090000	0.000000	0.000000
0.100000	0.000000	0.000000
0.110000	0.000000	0.000000
0.120000	0.000000	0.000000
0.130000	0.000000	0.000000
0.140000	0.000000	0.000000
0.150000	0.000000	0.000000
0.160000	0.000000	0.000000
0.170000	0.000000	0.000000
0.180000	0.000000	0.000000
0.190000	0.000000	0.000000
0.200000	0.000000	0.000000
0.210000	0.000000	0.000000
0.220000	0.000000	0.000000
0.230000	-0.000500	0.000000
0.240000	-0.003200	0.000000
0.250000	-0.005900	0.000000
0.260000	-0.006600	1.250630
0.270000	-0.007300	0.000000
0.280000	-0.008400	0.000000
0.290000	-0.010200	0.000000
0.300000	-0.011200	0.000000
0.310000	-0.011900	0.000000
0.320000	-0.012600	0.000000
0.330000	-0.013500	0.000000
0.340000	-0.014800	-1.250630
0.350000	-0.015800	-1.250630
0.360000	-0.016600	0.000000
0.370000	-0.017600	0.000000
0.380000	-0.018500	0.000000
0.390000	-0.020200	0.000000
0.400000	-0.021100	0.000000
0.410000	-0.021700	0.000000
0.420000	-0.022700	0.000000
0.430000	-0.023100	-1.250630
0.440000	-0.025200	0.000000
0.450000	-0.026200	0.000000
0.460000	-0.026900	0.000000
0.470000	-0.027500	0.000000
0.480000	-0.028400	0.000000
0.490000	-0.030600	0.000000
0.500000	-0.031600	0.000000
0.510000	-0.032100	-1.250630
0.520000	-0.032700	-1.250630
0.530000	-0.033400	-1.250630
0.540000	-0.034700	-1.250630
0.550000	-0.036000	-1.250630
0.560000	-0.037100	0.000000
0.570000	-0.037800	0.000000
0.580000	-0.038600	0.000000
0.590000	-0.039600	-1.250630
0.600000	-0.040700	-1.250630
0.610000	-0.041900	-1.250630
0.620000	-0.043000	-1.250630
0.630000	-0.043800	-1.250630
0.640000	-0.044800	-1.250630
0.650000	-0.045800	-1.250630
0.660000	-0.046800	-1.250630
0.670000	-0.047800	-1.250630
0.680000	-0.048800	-1.250630
