<Mach-1 File>
<INFO>
Date:	Thu, Feb 17, 2022
Time:	10:04:23.298
Mach-1 Motion Software Version:	4.4.0.17
Mach-1 System S/N:	MA0561157
Mach-1 System Model:	V500c
Load Cell Name:	250N - SN: 1811864
Load Cell Type:	Single-axis
Load Cell Calibration Factor:	1.000504
Load Cell Offset:	-297.500000
Load Cell Calibration Date:	2022-02-17
Captured Images Folder:	07-p-1_001
<END INFO>
<Move Relative>
Stage Axis:	Position (z)
Amplitude, mm:	-150.0000
Velocity, mm/s:	0.1000
<DATA>
Time, s	Position (z), mm	Fz, gf
0.000000	0.000000	0.000000
0.010000	0.000000	0.000000
0.020000	0.000000	0.000000
0.030000	0.000000	0.000000
0.040000	0.000000	1.250630
0.050000	0.000000	1.250630
0.060000	0.000000	1.250630
0.070000	0.000000	0.000000
0.080000	0.000000	0.000000
0.090000	0.000000	0.000000
0.100000	0.000000	0.000000
0.110000	0.000000	1.250630
0.120000	0.000000	0.000000
0.130000	0.000000	0.000000
0.140000	0.000000	0.000000
0.150000	0.000000	0.000000
0.160000	0.000000	0.000000
0.170000	0.000000	0.000000
0.180000	0.000000	1.250630
0.190000	0.000000	1.250630
0.200000	0.000000	0.000000
0.210000	0.000000	0.000000
0.220000	-0.000400	0.000000
0.230000	-0.002300	0.000000
0.240000	-0.005000	0.000000
0.250000	-0.006200	0.000000
0.260000	-0.007000	0.000000
0.270000	-0.007900	-1.250630
0.280000	-0.009600	0.000000
0.290000	-0.010200	1.250630
0.300000	-0.011000	1.250630
0.310000	-0.012400	0.000000
0.320000	-0.013600	0.000000
0.330000	-0.014200	0.000000
0.340000	-0.014900	0.000000
0.350000	-0.015800	0.000000
0.360000	-0.017400	0.000000
0.370000	-0.018400	0.000000
0.380000	-0.019400	0.000000
0.390000	-0.020300	0.000000
0.400000	-0.021400	0.000000
0.410000	-0.022300	0.000000
0.420000	-0.023400	0.000000
0.430000	-0.024300	0.000000
0.440000	-0.025200	0.000000
0.450000	-0.026300	0.000000
0.460000	-0.027400	0.000000
0.470000	-0.028500	0.000000
0.480000	-0.029400	0.000000
0.490000	-0.030200	0.000000
0.500000	-0.031100	0.000000
0.510000	-0.032300	0.000000
0.520000	-0.033600	0.000000
0.530000	-0.034500	0.000000
0.540000	-0.035400	0.000000
0.550000	-0.036200	0.000000
0.560000	-0.037300	0.000000
0.570000	-0.038200	0.000000
0.580000	-0.039100	0.000000
0.590000	-0.040400	0.000000
0.600000	-0.041500	0.000000
0.610000	-0.042100	-1.250630
0.620000	-0.043100	-1.250630
0.630000	-0.044200	-2.501259
0.640000	-0.045500	-2.501259
0.650000	-0.046400	-1.250630
0.660000	-0.047300	-1.250630
0.670000	-0.048300	-1.250630
0.680000	-0.049300	-1.250630
0.690000	-0.050400	-1.250630
