<Mach-1 File>
<INFO>
Date:	Wed, Feb 16, 2022
Time:	15:31:44.060
Mach-1 Motion Software Version:	4.4.0.17
Mach-1 System S/N:	MA0561157
Mach-1 System Model:	V500c
Load Cell Name:	250N - SN: 1811864
Load Cell Type:	Single-axis
Load Cell Calibration Factor:	1.000504
Load Cell Offset:	-291.250000
Load Cell Calibration Date:	2022-02-16
Captured Images Folder:	05-v-3_001
<END INFO>
<Move Relative>
Stage Axis:	Position (z)
Amplitude, mm:	-150.0000
Velocity, mm/s:	0.1000
<DATA>
Time, s	Position (z), mm	Fz, gf
0.000000	0.000000	0.000000
0.010000	0.000000	0.000000
0.020000	0.000000	0.000000
0.030000	0.000000	0.000000
0.040000	0.000000	-1.250630
0.050000	0.000000	-1.250630
0.060000	0.000000	-1.250630
0.070000	0.000000	-1.250630
0.080000	0.000000	-1.250630
0.090000	0.000000	-2.501259
0.100000	0.000000	-2.501259
0.110000	0.000000	-1.250630
0.120000	0.000000	0.000000
0.130000	0.000000	0.000000
0.140000	0.000000	0.000000
0.150000	0.000000	-1.250630
0.160000	0.000000	-1.250630
0.170000	0.000000	-1.250630
0.180000	0.000000	-1.250630
0.190000	0.000000	-1.250630
0.200000	0.000000	-1.250630
0.210000	0.000000	0.000000
0.220000	-0.000500	-1.250630
0.230000	-0.002700	-1.250630
0.240000	-0.004900	-1.250630
0.250000	-0.005600	-1.250630
0.260000	-0.006700	-1.250630
0.270000	-0.008100	-1.250630
0.280000	-0.009100	-1.250630
0.290000	-0.009900	-1.250630
0.300000	-0.010700	-1.250630
0.310000	-0.011800	-1.250630
0.320000	-0.013000	-1.250630
0.330000	-0.014100	-1.250630
0.340000	-0.015100	-1.250630
0.350000	-0.016200	-1.250630
0.360000	-0.017000	-1.250630
0.370000	-0.018000	-1.250630
0.380000	-0.019000	-1.250630
0.390000	-0.019900	-1.250630
0.400000	-0.021300	-1.250630
0.410000	-0.022700	-1.250630
0.420000	-0.023200	-1.250630
0.430000	-0.024000	-1.250630
0.440000	-0.024800	-1.250630
0.450000	-0.025700	-1.250630
0.460000	-0.026800	-1.250630
0.470000	-0.028100	0.000000
0.480000	-0.029200	0.000000
0.490000	-0.030100	0.000000
0.500000	-0.030900	0.000000
0.510000	-0.031900	0.000000
0.520000	-0.033200	0.000000
0.530000	-0.034300	0.000000
0.540000	-0.035000	0.000000
0.550000	-0.036000	0.000000
0.560000	-0.037200	-1.250630
0.570000	-0.038200	0.000000
0.580000	-0.039100	0.000000
0.590000	-0.039800	-1.250630
0.600000	-0.040800	-1.250630
0.610000	-0.042000	-1.250630
0.620000	-0.043000	-1.250630
0.630000	-0.043900	-1.250630
0.640000	-0.044800	-2.501259
0.650000	-0.045900	-2.501259
0.660000	-0.047200	-2.501259
