<Mach-1 File>
<INFO>
Date:	Wed, Feb 16, 2022
Time:	12:14:14.660
Mach-1 Motion Software Version:	4.4.0.17
Mach-1 System S/N:	MA0561157
Mach-1 System Model:	V500c
Load Cell Name:	250N - SN: 1811864
Load Cell Type:	Single-axis
Load Cell Calibration Factor:	1.000504
Load Cell Offset:	-291.250000
Load Cell Calibration Date:	2022-02-16
Captured Images Folder:	04-s-1_001
<END INFO>
<Move Relative>
Stage Axis:	Position (z)
Amplitude, mm:	-150.0000
Velocity, mm/s:	0.1000
<DATA>
Time, s	Position (z), mm	Fz, gf
0.000000	0.000000	0.000000
0.010000	0.000000	-1.250630
0.020000	0.000000	-1.250630
0.030000	0.000000	-1.250630
0.040000	0.000000	-1.250630
0.050000	0.000000	-1.250630
0.060000	0.000000	0.000000
0.070000	0.000000	-1.250630
0.080000	0.000000	-1.250630
0.090000	0.000000	-1.250630
0.100000	0.000000	-1.250630
0.110000	0.000000	0.000000
0.120000	0.000000	0.000000
0.130000	0.000000	0.000000
0.140000	0.000000	0.000000
0.150000	0.000000	-1.250630
0.160000	0.000000	-1.250630
0.170000	0.000000	-1.250630
0.180000	0.000000	0.000000
0.190000	0.000000	0.000000
0.200000	0.000000	0.000000
0.210000	-1.000000E-4	0.000000
0.220000	-0.001000	-1.250630
0.230000	-0.002900	-1.250630
0.240000	-0.005200	-1.250630
0.250000	-0.006200	-1.250630
0.260000	-0.006900	-1.250630
0.270000	-0.007800	-1.250630
0.280000	-0.009000	0.000000
0.290000	-0.010200	0.000000
0.300000	-0.011300	-1.250630
0.310000	-0.012100	-1.250630
0.320000	-0.013100	-1.250630
0.330000	-0.014100	-1.250630
0.340000	-0.015100	-2.501259
0.350000	-0.016300	-1.250630
0.360000	-0.017300	-1.250630
0.370000	-0.018300	-1.250630
0.380000	-0.019300	-1.250630
0.390000	-0.020200	-1.250630
0.400000	-0.021300	0.000000
0.410000	-0.022200	0.000000
0.420000	-0.023200	0.000000
0.430000	-0.024200	0.000000
0.440000	-0.025200	-1.250630
0.450000	-0.026300	-1.250630
0.460000	-0.027300	-2.501259
0.470000	-0.028200	-1.250630
0.480000	-0.029000	-1.250630
0.490000	-0.030100	-2.501259
0.500000	-0.031200	-2.501259
0.510000	-0.032200	-2.501259
0.520000	-0.033000	-2.501259
0.530000	-0.034000	-2.501259
0.540000	-0.035100	-2.501259
0.550000	-0.036200	-3.751889
0.560000	-0.037100	-2.501259
0.570000	-0.038100	-2.501259
0.580000	-0.039200	-1.250630
0.590000	-0.040000	-1.250630
0.600000	-0.041200	-2.501259
0.610000	-0.042100	-2.501259
0.620000	-0.043300	-2.501259
0.630000	-0.044300	-2.501259
0.640000	-0.045200	-2.501259
0.650000	-0.046200	-2.501259
0.660000	-0.047100	-1.250630
0.670000	-0.048100	-2.501259
0.680000	-0.049300	-3.751889
0.690000	-0.050200	-3.751889
0.700000	-0.051200	-3.751889
0.710000	-0.052200	-2.501259
0.720000	-0.053200	-2.501259
0.730000	-0.054300	-2.501259
0.740000	-0.055200	-2.501259
0.750000	-0.056200	-2.501259
0.760000	-0.057100	-3.751889
0.770000	-0.058200	-2.501259
0.780000	-0.059200	-2.501259
0.790000	-0.060100	-3.751889
0.800000	-0.061200	-3.751889
0.810000	-0.062100	-3.751889
0.820000	-0.063100	-2.501259
0.830000	-0.064100	-2.501259
0.840000	-0.065300	-3.751889
0.850000	-0.066400	-3.751889
0.860000	-0.067300	-3.751889
0.870000	-0.068000	-3.751889
0.880000	-0.069000	-3.751889
0.890000	-0.070200	-3.751889
0.900000	-0.071300	-3.751889
0.910000	-0.072200	-3.751889
0.920000	-0.073100	-3.751889
0.930000	-0.074200	-3.751889
0.940000	-0.075300	-3.751889
0.950000	-0.076200	-2.501259
0.960000	-0.077200	-3.751889
0.970000	-0.078300	-5.002519
0.980000	-0.079200	-5.002519
0.990000	-0.080200	-3.751889
1.000000	-0.081000	-3.751889
1.010000	-0.082000	-3.751889
1.020000	-0.083100	-5.002519
1.030000	-0.084300	-3.751889
1.040000	-0.085300	-3.751889
1.050000	-0.086300	-3.751889
1.060000	-0.087100	-5.002519
1.070000	-0.088000	-5.002519
1.080000	-0.089100	-5.002519
1.090000	-0.090200	-5.002519
1.100000	-0.091300	-5.002519
1.110000	-0.092200	-5.002519
1.120000	-0.093200	-5.002519
1.130000	-0.094200	-5.002519
1.140000	-0.095200	-5.002519
1.150000	-0.096200	-3.751889
1.160000	-0.097100	-3.751889
1.170000	-0.098100	-3.751889
1.180000	-0.099200	-3.751889
1.190000	-0.100100	-3.751889
1.200000	-0.101200	-3.751889
1.210000	-0.102300	-5.002519
1.220000	-0.103100	-5.002519
1.230000	-0.104200	-5.002519
1.240000	-0.105100	-3.751889
1.250000	-0.106200	-5.002519
1.260000	-0.107300	-5.002519
1.270000	-0.108100	-3.751889
1.280000	-0.109100	-3.751889
1.290000	-0.110200	-5.002519
1.300000	-0.111300	-6.253149
1.310000	-0.112200	-6.253149
1.320000	-0.113000	-5.002519
1.330000	-0.114100	-5.002519
1.340000	-0.115200	-5.002519
1.350000	-0.116200	-5.002519
1.360000	-0.117200	-6.253149
1.370000	-0.118300	-6.253149
1.380000	-0.119500	-5.002519
1.390000	-0.120400	-5.002519
1.400000	-0.121100	-5.002519
1.410000	-0.122000	-5.002519
1.420000	-0.123100	-5.002519
1.430000	-0.124300	-5.002519
1.440000	-0.125200	-5.002519
1.450000	-0.126100	-5.002519
1.460000	-0.127000	-5.002519
1.470000	-0.128100	-5.002519
1.480000	-0.129200	-5.002519
1.490000	-0.130300	-5.002519
1.500000	-0.131300	-5.002519
1.510000	-0.132300	-5.002519
1.520000	-0.133100	-5.002519
1.530000	-0.134000	-5.002519
1.540000	-0.135200	-5.002519
1.550000	-0.136300	-5.002519
1.560000	-0.137200	-5.002519
1.570000	-0.138200	-5.002519
1.580000	-0.139100	-5.002519
1.590000	-0.140100	-5.002519
1.600000	-0.141100	-5.002519
1.610000	-0.142100	-5.002519
1.620000	-0.143200	-5.002519
1.630000	-0.144200	-6.253149
1.640000	-0.145300	-6.253149
1.650000	-0.146200	-5.002519
1.660000	-0.147100	-5.002519
1.670000	-0.148100	-5.002519
1.680000	-0.149200	-6.253149
1.690000	-0.150200	-6.253149
1.700000	-0.151100	-6.253149
1.710000	-0.152300	-5.002519
1.720000	-0.153300	-5.002519
1.730000	-0.154300	-5.002519
1.740000	-0.155200	-6.253149
1.750000	-0.156100	-6.253149
1.760000	-0.157100	-6.253149
1.770000	-0.158200	-5.002519
1.780000	-0.159200	-5.002519
1.790000	-0.160200	-6.253149
1.800000	-0.161100	-6.253149
1.810000	-0.162100	-6.253149
1.820000	-0.163200	-6.253149
1.830000	-0.164300	-6.253149
1.840000	-0.165100	-5.002519
1.850000	-0.166000	-5.002519
1.860000	-0.167100	-6.253149
1.870000	-0.168400	-5.002519
1.880000	-0.169300	-5.002519
1.890000	-0.170100	-6.253149
1.900000	-0.171100	-6.253149
1.910000	-0.172000	-5.002519
1.920000	-0.173000	-5.002519
1.930000	-0.174300	-5.002519
1.940000	-0.175500	-6.253149
1.950000	-0.176300	-6.253149
1.960000	-0.177300	-6.253149
1.970000	-0.178300	-6.253149
1.980000	-0.179300	-6.253149
1.990000	-0.180200	-7.503778
2.000000	-0.181200	-7.503778
2.010000	-0.182300	-6.253149
2.020000	-0.183300	-7.503778
2.030000	-0.184100	-7.503778
2.040000	-0.185200	-6.253149
2.050000	-0.186200	-6.253149
2.060000	-0.187100	-6.253149
2.070000	-0.188000	-7.503778
2.080000	-0.189100	-7.503778
2.090000	-0.190300	-7.503778
2.100000	-0.191300	-6.253149
2.110000	-0.192300	-6.253149
2.120000	-0.193300	-6.253149
